N;E_ID;point_N;T_ID;year;month;day;hour;min;sec;lat;lon
5913;181743;3;361;2007;4;4;8;24;0;45.49225;9.236422
5914;181743;4;361;2007;4;4;8;30;26;45.477287;9.230086
5915;181743;5;361;2007;4;4;8;35;35;45.46298;9.224001
5916;181743;6;361;2007;4;4;8;39;52;45.45659;9.223826
5917;181743;7;361;2007;4;4;9;7;35;45.456566;9.223616
5918;181743;8;361;2007;4;4;9;13;44;45.472984;9.223831
5919;181743;9;361;2007;4;4;9;19;30;45.474327;9.22374
5920;181743;10;361;2007;4;4;9;26;10;45.47414;9.22372
5921;181743;11;361;2007;4;4;9;38;18;45.507744;9.223061
5922;181743;12;361;2007;4;4;9;40;46;45.511505;9.224163
5923;181743;13;361;2007;4;4;14;22;27;45.51502;9.227774
5924;181743;14;361;2007;4;4;14;24;23;45.514664;9.227571
5925;181744;1;362;2007;4;4;8;53;50;45.530437;9.233845
5926;181744;2;362;2007;4;4;8;55;42;45.530437;9.233845
5927;181744;3;362;2007;4;4;9;1;43;45.5326;9.218426
5928;181744;4;362;2007;4;4;9;5;13;45.529102;9.200004
5929;181744;5;362;2007;4;4;9;7;15;45.528065;9.181641
5930;181744;6;362;2007;4;4;9;11;36;45.51624;9.168469
5931;181744;7;362;2007;4;4;9;14;34;45.50275;9.161413
5932;181744;8;362;2007;4;4;9;17;38;45.4899;9.151259
5933;181744;9;362;2007;4;4;9;22;59;45.476265;9.148509
5934;181744;10;362;2007;4;4;9;24;25;45.475918;9.150147
5935;181744;11;362;2007;4;4;9;37;8;45.475918;9.150148
5936;181744;12;362;2007;4;4;9;48;50;45.46698;9.164929
5937;181744;13;362;2007;4;4;9;57;39;45.457554;9.166327
5938;181744;14;362;2007;4;4;11;36;43;45.458584;9.169836
5939;181744;15;362;2007;4;4;11;40;57;45.452206;9.165301
5940;181744;16;362;2007;4;4;12;44;29;45.452343;9.165149
5941;181744;17;362;2007;4;4;12;49;22;45.464813;9.165557
5942;181744;18;362;2007;4;4;12;55;45;45.478634;9.168695
5943;181744;19;362;2007;4;4;13;0;12;45.491844;9.154517
5944;181744;20;362;2007;4;4;13;3;55;45.50286;9.1499
5945;181744;21;362;2007;4;4;13;6;36;45.51432;9.157457
5946;181744;22;362;2007;4;4;13;9;50;45.52516;9.148333
5947;181744;23;362;2007;4;4;13;27;33;45.52516;9.148333
5948;181744;24;362;2007;4;4;13;32;32;45.526054;9.164638
5949;181744;25;362;2007;4;4;13;38;53;45.526215;9.181018
5950;181744;26;362;2007;4;4;13;41;11;45.52696;9.201544
5951;181744;27;362;2007;4;4;13;50;5;45.53315;9.215798
5952;181744;28;362;2007;4;4;13;54;1;45.534424;9.233106
5953;181744;29;362;2007;4;4;13;55;42;45.532562;9.236506
5954;181781;1;363;2007;4;4;9;18;35;45.377853;9.277713
5955;181781;2;363;2007;4;4;9;19;37;45.383068;9.252391
5956;181781;3;363;2007;4;4;9;20;32;45.387287;9.225493
5957;181781;4;363;2007;4;4;9;21;27;45.3915;9.200352
5958;181781;5;363;2007;4;4;9;22;32;45.38692;9.175509
5959;181781;6;363;2007;4;4;9;23;37;45.392334;9.149995
5960;181781;7;363;2007;4;4;9;24;32;45.39989;9.125757
5961;181781;8;363;2007;4;4;9;25;33;45.411144;9.104958
5962;181781;9;363;2007;4;4;9;26;34;45.41941;9.08229
5963;181781;10;363;2007;4;4;9;27;46;45.436493;9.074274
5964;181781;11;363;2007;4;4;9;29;3;45.45502;9.07732
5965;181781;12;363;2007;4;4;9;30;20;45.47307;9.079805
5966;181781;13;363;2007;4;4;9;31;24;45.48936;9.066836
5967;181781;14;363;2007;4;4;9;32;50;45.507732;9.064145
5968;181781;15;363;2007;4;4;9;39;17;45.512268;9.058704
5969;181781;16;363;2007;4;4;9;45;37;45.512268;9.058703
5970;181886;1;364;2007;4;4;13;43;16;45.438503;9.206593
5971;181886;2;364;2007;4;4;13;48;49;45.438503;9.206593
5972;181886;3;364;2007;4;4;13;52;58;45.447464;9.184659
5973;181886;4;364;2007;4;4;13;53;26;45.447292;9.183903
5974;181886;5;364;2007;4;4;13;58;8;45.447346;9.184044
5975;181886;6;364;2007;4;4;14;5;10;45.461147;9.19899
5976;181886;7;364;2007;4;4;14;6;14;45.461704;9.199544
5977;181886;8;364;2007;4;4;14;9;34;45.461704;9.199544
5978;181886;9;364;2007;4;4;14;19;35;45.451263;9.190142
5979;181886;10;364;2007;4;4;14;25;29;45.437405;9.184193
5980;181886;11;364;2007;4;4;14;27;50;45.42938;9.163371
5981;181886;12;364;2007;4;4;14;29;1;45.413353;9.151374
5982;181886;13;364;2007;4;4;14;30;15;45.396107;9.141619
5983;181886;14;364;2007;4;4;14;30;48;45.389725;9.138634
5984;181886;15;364;2007;4;4;14;31;19;45.387436;9.137605
5985;181886;16;364;2007;4;4;14;31;52;45.380417;9.133416
5986;181886;17;364;2007;4;4;14;32;24;45.37244;9.127786
5987;182441;1;365;2007;4;4;7;49;11;45.55744;9.276669
5988;182441;2;365;2007;4;4;7;50;47;45.55357;9.250977
5989;182441;3;365;2007;4;4;7;57;49;45.54976;9.225473
5990;182441;4;365;2007;4;4;8;3;31;45.547684;9.199026
5991;182441;5;365;2007;4;4;8;6;44;45.541046;9.174082
5992;182441;6;365;2007;4;4;8;12;4;45.530903;9.151895
5993;182441;7;365;2007;4;4;8;15;23;45.520523;9.130239
5994;182441;8;365;2007;4;4;8;17;5;45.505962;9.130522
5995;182441;9;365;2007;4;4;8;19;16;45.487823;9.130111
5996;182441;10;365;2007;4;4;8;23;34;45.477596;9.146893
5997;182441;11;365;2007;4;4;8;26;11;45.477043;9.146468
5998;182441;12;365;2007;4;4;10;21;47;45.477077;9.146166
5999;182441;13;365;2007;4;4;10;26;58;45.49654;9.130313
6000;182441;14;365;2007;4;4;10;28;28;45.5131;9.125337
6001;182441;15;365;2007;4;4;10;29;41;45.52539;9.139959
6002;182441;16;365;2007;4;4;10;30;44;45.53603;9.162264
6003;182441;17;365;2007;4;4;10;31;44;45.543945;9.185226
6004;182441;18;365;2007;4;4;10;32;46;45.54835;9.211516
6005;182441;19;365;2007;4;4;10;33;48;45.551353;9.238147
6006;182441;20;365;2007;4;4;10;34;56;45.555412;9.265082
6007;182655;1;366;2007;4;4;17;43;49;45.557796;9.279257
6008;182655;2;366;2007;4;4;17;44;21;45.556934;9.272516
6009;182655;3;366;2007;4;4;17;44;52;45.55723;9.266931
6010;182655;4;366;2007;4;4;17;45;24;45.55718;9.263345
6011;182655;5;366;2007;4;4;17;45;56;45.559486;9.25604
6012;182655;6;366;2007;4;4;19;49;42;45.551292;9.054272
6013;182655;7;366;2007;4;4;19;50;14;45.54705;9.062197
6014;182655;8;366;2007;4;4;19;50;46;45.540638;9.074162
6015;182655;9;366;2007;4;4;19;51;18;45.533916;9.086657
6016;182655;10;366;2007;4;4;19;51;51;45.52748;9.098697
6017;182655;11;366;2007;4;4;19;52;23;45.520824;9.110828
6018;182655;12;366;2007;4;4;19;52;55;45.515244;9.120694
6019;182655;13;366;2007;4;4;19;53;27;45.52169;9.13292
6020;182655;14;366;2007;4;4;19;53;58;45.52828;9.146505
6021;182655;15;366;2007;4;4;19;54;30;45.534172;9.158651
6022;182655;16;366;2007;4;4;19;55;2;45.540424;9.172556
6023;182655;17;366;2007;4;4;19;55;33;45.54473;9.188108
6024;182655;18;366;2007;4;4;19;56;5;45.548325;9.204265
6025;182655;19;366;2007;4;4;19;56;36;45.548973;9.220083
6026;182655;20;366;2007;4;4;19;57;9;45.551506;9.237539
6027;182911;1;367;2007;4;4;13;5;44;45.548885;9.060204
6028;182911;2;367;2007;4;4;13;6;45;45.537853;9.080903
6029;182911;3;367;2007;4;4;13;7;40;45.52578;9.103062
6030;182911;4;367;2007;4;4;13;8;43;45.514046;9.123891
6031;182911;5;367;2007;4;4;13;9;50;45.49657;9.130095
6032;182911;6;367;2007;4;4;13;11;51;45.481483;9.15278
6033;182911;7;367;2007;4;4;13;21;4;45.46066;9.165619
6034;182911;8;367;2007;4;4;13;29;49;45.45232;9.183125
6035;182911;9;367;2007;4;4;13;31;20;45.45232;9.183125
6036;182911;10;367;2007;4;4;13;42;38;45.44366;9.173927
6037;182911;11;367;2007;4;4;13;53;31;45.44366;9.173927
6038;182911;12;367;2007;4;4;16;18;55;45.44366;9.173927
6039;182911;13;367;2007;4;4;16;49;52;45.54231;9.071167
6040;183514;1;368;2007;4;4;10;13;5;45.472263;9.240198
6041;183514;2;368;2007;4;4;10;21;9;45.468052;9.21765
6042;183514;3;368;2007;4;4;10;27;30;45.453304;9.210679
6043;183514;4;368;2007;4;4;10;34;7;45.450768;9.193449
6044;183514;5;368;2007;4;4;10;40;21;45.457245;9.171342
6045;183514;6;368;2007;4;4;10;45;17;45.456753;9.159199
6046;183514;7;368;2007;4;4;11;17;54;45.456657;9.159252
6047;183514;8;368;2007;4;4;11;25;13;45.46702;9.141317
6048;183514;9;368;2007;4;4;11;30;7;45.474716;9.125438
6049;183514;10;368;2007;4;4;12;5;44;45.474567;9.125213
6050;183514;11;368;2007;4;4;12;11;12;45.46691;9.147274
6051;183514;12;368;2007;4;4;12;16;39;45.460464;9.155554
6052;183514;13;368;2007;4;4;14;37;9;45.457554;9.160043
6053;183514;14;368;2007;4;4;14;43;29;45.46101;9.141247
6054;183514;15;368;2007;4;4;14;47;5;45.463318;9.133875
6055;183514;16;368;2007;4;4;15;47;34;45.463287;9.134058
6056;183514;17;368;2007;4;4;15;48;21;45.464123;9.133393
6057;183514;18;368;2007;4;4;15;50;8;45.463997;9.135295
6058;183514;19;368;2007;4;4;15;56;24;45.460663;9.151509
6059;183514;20;368;2007;4;4;16;0;24;45.456566;9.159413
6060;183514;21;368;2007;4;4;16;5;3;45.456463;9.159473
6061;183514;22;368;2007;4;4;16;8;29;45.456444;9.159479
6062;183514;23;368;2007;4;4;16;17;20;45.452667;9.180241
6063;183514;24;368;2007;4;4;16;25;25;45.454887;9.20313
6064;183514;25;368;2007;4;4;16;32;16;45.467632;9.2128
6065;183514;26;368;2007;4;4;16;38;57;45.469563;9.237514
6066;183514;27;368;2007;4;4;16;42;4;45.47221;9.240259
6067;183515;1;369;2007;4;4;7;21;40;45.471146;9.257607
6068;183515;2;369;2007;4;4;7;28;4;45.468483;9.233131
6069;183515;3;369;2007;4;4;7;35;22;45.474243;9.212587
6070;183515;4;369;2007;4;4;7;43;33;45.48547;9.213328
6071;183515;5;369;2007;4;4;7;44;23;45.484905;9.21428
6072;183515;6;369;2007;4;4;7;51;19;45.484905;9.21428
6073;183515;7;369;2007;4;4;8;1;19;45.48049;9.198614
6074;183515;8;369;2007;4;4;8;2;41;45.479168;9.198728
6075;183515;9;369;2007;4;4;8;18;47;45.479168;9.198728
6076;183515;10;369;2007;4;4;8;19;32;45.479244;9.198815
6077;183515;11;369;2007;4;4;8;21;20;45.479244;9.198815
6078;183515;12;369;2007;4;4;8;28;59;45.467648;9.210533
6079;183515;13;369;2007;4;4;8;36;20;45.46525;9.232649
6080;183515;14;369;2007;4;4;8;39;2;45.461884;9.24959
6081;183515;15;369;2007;4;4;8;39;34;45.461853;9.25807
6082;183515;16;369;2007;4;4;8;40;6;45.461758;9.266427
6083;183515;17;369;2007;4;4;8;40;37;45.4617;9.274679
6084;183515;18;369;2007;4;4;8;41;9;45.4608;9.278789
6085;183515;19;369;2007;4;4;8;41;24;45.460804;9.278838
6086;183515;20;369;2007;4;4;8;43;38;45.460804;9.278844
6087;183879;1;370;2007;4;4;20;59;30;45.448708;9.219989
6088;183879;2;370;2007;4;4;21;7;20;45.469105;9.235722
6089;183879;3;370;2007;4;4;21;11;38;45.473743;9.248773
6090;183879;4;370;2007;4;4;23;4;54;45.473656;9.248811
6091;183879;5;370;2007;4;4;23;9;29;45.4858;9.235321
6092;183879;6;370;2007;4;4;23;16;2;45.48449;9.210474
6093;183879;7;370;2007;4;4;23;21;41;45.482437;9.21389
6094;183879;8;370;2007;4;4;23;25;25;45.46323;9.217522
6095;183879;9;370;2007;4;4;23;30;1;45.449013;9.219758
6096;183879;10;370;2007;4;4;23;31;20;45.448666;9.2193
6097;183912;1;371;2007;4;4;17;56;14;45.37975;9.269886
6098;183912;2;371;2007;4;4;17;57;36;45.383476;9.244912
6099;183912;3;371;2007;4;4;17;58;57;45.38885;9.219959
6100;183912;4;371;2007;4;4;18;0;20;45.39147;9.194413
6101;183912;5;371;2007;4;4;18;1;41;45.386288;9.169822
6102;183912;6;371;2007;4;4;18;3;6;45.39404;9.145431
6103;183912;7;371;2007;4;4;18;4;27;45.401726;9.122162
6104;183912;8;371;2007;4;4;18;5;48;45.412422;9.101
6105;183912;9;371;2007;4;4;18;7;10;45.4224;9.080192
6106;183912;10;371;2007;4;4;18;8;35;45.440697;9.07387
6107;183912;11;371;2007;4;4;18;9;58;45.45901;9.077335
6108;183912;12;371;2007;4;4;18;11;19;45.476257;9.077816
6109;183912;13;371;2007;4;4;18;12;42;45.492947;9.066727
6110;183912;14;371;2007;4;4;18;14;23;45.49492;9.054145
6111;183912;15;371;2007;4;4;19;20;54;45.497833;9.064318
6112;183912;16;371;2007;4;4;19;22;29;45.481346;9.072618
6113;183912;17;371;2007;4;4;19;23;50;45.46482;9.076055
6114;183912;18;371;2007;4;4;19;25;12;45.447052;9.07446
6115;183912;19;371;2007;4;4;19;26;39;45.428825;9.075946
6116;183912;20;371;2007;4;4;19;28;5;45.41475;9.092165
6117;183912;21;371;2007;4;4;19;29;25;45.405975;9.114314
6118;183912;22;371;2007;4;4;19;30;47;45.396862;9.13665
6119;183912;23;371;2007;4;4;19;32;8;45.38874;9.159858
6120;183912;24;371;2007;4;4;19;33;32;45.389736;9.184581
6121;183912;25;371;2007;4;4;19;34;56;45.390427;9.211055
6122;183912;26;371;2007;4;4;19;36;18;45.38466;9.235984
6123;183912;27;371;2007;4;4;19;37;40;45.38229;9.262177
6124;184546;1;372;2007;4;4;7;37;46;45.37693;9.153945
6125;184546;2;372;2007;4;4;7;46;11;45.378994;9.150031
6126;184546;3;372;2007;4;4;7;49;33;45.385902;9.132455
6127;184546;4;372;2007;4;4;7;51;35;45.402943;9.129698
6128;184546;5;372;2007;4;4;7;55;28;45.419434;9.121043
6129;184546;6;372;2007;4;4;8;6;3;45.429653;9.108738
6130;184546;7;372;2007;4;4;8;9;21;45.429405;9.103811
6131;184546;8;372;2007;4;4;8;19;27;45.429405;9.103811
6132;184546;9;372;2007;4;4;8;23;38;45.42354;9.110966
6133;184546;10;372;2007;4;4;8;27;36;45.423504;9.110976
6134;184546;11;372;2007;4;4;8;29;42;45.42147;9.113181
6135;184546;12;372;2007;4;4;8;54;36;45.421825;9.113698
6136;184546;13;372;2007;4;4;9;6;46;45.41483;9.116913
6137;184546;14;372;2007;4;4;9;10;47;45.403503;9.12891
6138;184546;15;372;2007;4;4;9;12;46;45.386353;9.132461
6139;184546;16;372;2007;4;4;9;16;30;45.378254;9.148184
6140;184546;17;372;2007;4;4;9;20;23;45.379715;9.15609
6141;184818;1;373;2007;4;4;18;37;52;45.49086;9.159791
6142;184818;2;373;2007;4;4;18;44;10;45.49752;9.168122
6143;184818;3;373;2007;4;4;18;49;51;45.50104;9.189324
6144;184818;4;373;2007;4;4;18;50;53;45.501637;9.1933
6145;184818;5;373;2007;4;4;18;58;34;45.501637;9.1933
6146;184818;6;373;2007;4;4;19;3;40;45.49431;9.1998
6147;184818;7;373;2007;4;4;19;11;16;45.495792;9.192013
