N;E_ID;point_N;T_ID;year;month;day;hour;min;sec;lat;lon
19132;73862;14;1120;2007;4;4;6;11;54;45.55114;9.235534
19133;73862;15;1120;2007;4;4;6;12;26;45.553078;9.248315
19134;73862;16;1120;2007;4;4;6;12;57;45.55482;9.25996
19135;73862;17;1120;2007;4;4;6;13;30;45.55602;9.268721
19136;73862;18;1120;2007;4;4;6;14;2;45.556587;9.271898
19137;73862;19;1120;2007;4;4;6;14;35;45.556812;9.273341
19138;73862;20;1120;2007;4;4;6;15;7;45.556873;9.273734
19139;73862;21;1120;2007;4;4;6;15;39;45.557;9.274553
19140;73862;22;1120;2007;4;4;6;16;12;45.557037;9.274808
19141;74139;1;1121;2007;4;4;7;39;8;45.509785;9.248532
19142;74139;2;1121;2007;4;4;7;46;45;45.496204;9.235296
19143;74139;3;1121;2007;4;4;7;54;36;45.48617;9.226098
19144;74139;4;1121;2007;4;4;7;56;40;45.484325;9.224814
19145;74139;5;1121;2007;4;4;8;42;5;45.48432;9.224749
19146;74139;6;1121;2007;4;4;8;49;33;45.49156;9.246055
19147;74139;7;1121;2007;4;4;8;51;35;45.490395;9.254694
19148;74139;8;1121;2007;4;4;9;26;38;45.490425;9.254651
19149;74139;9;1121;2007;4;4;9;33;44;45.496147;9.235891
19150;74139;10;1121;2007;4;4;9;37;53;45.509987;9.248691
19151;74139;11;1121;2007;4;4;10;6;53;45.509987;9.248691
19152;74139;12;1121;2007;4;4;10;9;14;45.50905;9.244824
19153;74139;13;1121;2007;4;4;10;13;1;45.50905;9.244824
19154;74139;14;1121;2007;4;4;10;26;22;45.522057;9.241442
19155;74139;15;1121;2007;4;4;10;27;6;45.524548;9.241287
19156;74139;16;1121;2007;4;4;10;27;17;45.52455;9.241287
19157;74139;17;1121;2007;4;4;10;34;27;45.538567;9.247377
19158;74139;18;1121;2007;4;4;10;37;30;45.551903;9.249443
19159;74234;1;1122;2007;4;4;6;2;0;45.509766;9.235353
19160;74234;2;1122;2007;4;4;6;7;39;45.49747;9.223282
19161;74234;3;1122;2007;4;4;6;10;41;45.494682;9.221073
19162;74234;4;1122;2007;4;4;8;45;52;45.494858;9.221664
19163;74234;5;1122;2007;4;4;8;51;16;45.494858;9.221664
19164;74234;6;1122;2007;4;4;8;56;16;45.48463;9.230394
19165;74234;7;1122;2007;4;4;8;59;1;45.483135;9.230713
19166;74234;8;1122;2007;4;4;9;23;12;45.483135;9.23071
19167;74234;9;1122;2007;4;4;9;29;1;45.49877;9.23819
19168;74234;10;1122;2007;4;4;9;34;14;45.50645;9.229248
19169;74234;11;1122;2007;4;4;9;37;41;45.50645;9.229248
19170;74234;12;1122;2007;4;4;9;42;46;45.50378;9.245076
19171;74487;1;1123;2007;4;4;7;43;1;45.478085;9.199673
19172;74487;2;1123;2007;4;4;7;47;22;45.467262;9.217214
19173;74487;3;1123;2007;4;4;7;54;49;45.45005;9.211978
19174;74487;4;1123;2007;4;4;8;2;18;45.44606;9.188337
19175;74487;5;1123;2007;4;4;8;8;20;45.44478;9.163498
19176;74487;6;1123;2007;4;4;8;14;30;45.453194;9.146627
19177;74487;7;1123;2007;4;4;8;23;6;45.439465;9.151895
19178;74487;8;1123;2007;4;4;8;26;36;45.435535;9.149336
19179;74487;9;1123;2007;4;4;9;6;2;45.435577;9.149514
19180;74487;10;1123;2007;4;4;9;12;4;45.439625;9.172353
19181;74487;11;1123;2007;4;4;9;25;28;45.44603;9.192964
19182;74487;12;1123;2007;4;4;9;32;51;45.452103;9.214207
19183;74487;13;1123;2007;4;4;9;33;8;45.452793;9.214734
19184;74487;14;1123;2007;4;4;9;37;49;45.468845;9.217401
19185;74487;15;1123;2007;4;4;9;43;43;45.486168;9.217744
19186;74487;16;1123;2007;4;4;9;52;37;45.500217;9.232169
19187;74487;17;1123;2007;4;4;9;59;57;45.511612;9.246752
19188;74487;18;1123;2007;4;4;10;5;39;45.5256;9.249885
19189;74487;19;1123;2007;4;4;10;9;53;45.527195;9.271928
19190;74487;20;1123;2007;4;4;10;12;50;45.523678;9.275406
19191;74487;21;1123;2007;4;4;10;26;6;45.52369;9.275404
19192;74487;22;1123;2007;4;4;10;32;59;45.512806;9.262684
19193;74487;23;1123;2007;4;4;10;36;47;45.51516;9.245034
19194;74487;24;1123;2007;4;4;10;42;20;45.526615;9.256592
19195;74487;25;1123;2007;4;4;10;44;31;45.54252;9.258997
19196;74487;26;1123;2007;4;4;10;46;38;45.559483;9.256884
19197;74487;27;1123;2007;4;4;10;49;15;45.55416;9.266827
19198;74884;1;1124;2007;4;4;9;21;48;45.532616;9.273416
19199;74884;2;1124;2007;4;4;9;23;14;45.518665;9.261325
19200;74884;3;1124;2007;4;4;9;26;48;45.509968;9.244534
19201;74884;4;1124;2007;4;4;9;31;2;45.50632;9.226039
19202;74884;5;1124;2007;4;4;9;33;22;45.502575;9.224959
19203;74884;6;1124;2007;4;4;9;42;43;45.502575;9.224959
19204;74884;7;1124;2007;4;4;9;48;29;45.504875;9.235746
19205;74884;8;1124;2007;4;4;9;53;56;45.51256;9.25688
19206;74884;9;1124;2007;4;4;9;57;1;45.520557;9.261193
19207;74884;10;1124;2007;4;4;9;58;22;45.534317;9.276971
19208;7488;1;1125;2007;4;4;10;27;30;45.535538;9.27962
19209;7488;2;1125;2007;4;4;10;29;7;45.52353;9.260431
19210;7488;3;1125;2007;4;4;10;31;0;45.505512;9.258943
19211;7488;4;1125;2007;4;4;10;32;37;45.487804;9.251357
19212;7488;5;1125;2007;4;4;10;34;17;45.469685;9.251936
19213;7488;6;1125;2007;4;4;10;36;0;45.45214;9.256267
19214;7488;7;1125;2007;4;4;10;37;47;45.43468;9.254755
19215;7488;8;1125;2007;4;4;10;42;33;45.42403;9.253632
19216;7488;9;1125;2007;4;4;10;46;39;45.413147;9.256664
19217;7488;10;1125;2007;4;4;11;1;57;45.402695;9.265972
19218;7488;11;1125;2007;4;4;12;32;3;45.40286;9.265952
19219;7488;12;1125;2007;4;4;12;40;48;45.410732;9.260068
19220;7488;13;1125;2007;4;4;12;43;29;45.409737;9.261626
19221;7488;14;1125;2007;4;4;12;45;5;45.39141;9.26137
19222;7488;15;1125;2007;4;4;12;46;31;45.376488;9.277866
19223;74968;1;1126;2007;4;4;1;57;17;45.542778;9.069991
19224;74968;2;1126;2007;4;4;1;58;7;45.531345;9.091323
19225;74968;3;1126;2007;4;4;1;59;5;45.519634;9.112748
19226;74968;4;1126;2007;4;4;2;0;17;45.506214;9.13046
19227;74968;5;1126;2007;4;4;2;1;31;45.490223;9.138764
19228;74968;6;1126;2007;4;4;2;3;19;45.48762;9.157683
19229;74968;7;1126;2007;4;4;2;5;36;45.48361;9.180378
19230;74968;8;1126;2007;4;4;2;7;55;45.475266;9.202269
19231;74968;9;1126;2007;4;4;2;10;56;45.4602;9.210499
19232;74968;10;1126;2007;4;4;2;14;17;45.45593;9.233554
19233;74968;11;1126;2007;4;4;2;15;10;45.455658;9.233758
19234;74968;12;1126;2007;4;4;7;4;59;45.455605;9.233575
19235;74968;13;1126;2007;4;4;7;9;37;45.461872;9.239787
19236;74968;14;1126;2007;4;4;7;11;32;45.471653;9.252633
19237;74968;15;1126;2007;4;4;7;13;11;45.48976;9.252017
19238;74968;16;1126;2007;4;4;7;14;31;45.507343;9.260894
19239;74968;17;1126;2007;4;4;7;15;58;45.52517;9.260231
19240;74968;18;1126;2007;4;4;7;17;20;45.54214;9.259208
19241;74968;19;1126;2007;4;4;7;19;20;45.558968;9.257102
19242;7496;1;1127;2007;4;4;12;39;26;45.462074;9.261504
19243;7496;2;1127;2007;4;4;12;42;6;45.474335;9.253339
19244;7496;3;1127;2007;4;4;12;43;47;45.492195;9.252813
19245;7496;4;1127;2007;4;4;12;45;32;45.50915;9.261993
19246;7496;5;1127;2007;4;4;12;47;18;45.52717;9.25923
19247;7496;6;1127;2007;4;4;12;49;6;45.543995;9.258869
19248;7496;7;1127;2007;4;4;12;52;3;45.559353;9.256848
19249;7496;8;1127;2007;4;4;12;55;22;45.55918;9.239401
19250;7496;9;1127;2007;4;4;13;25;59;45.559696;9.238962
19251;7496;10;1127;2007;4;4;13;31;49;45.55928;9.256158
19252;7496;11;1127;2007;4;4;13;34;44;45.55705;9.27479
19253;7497;1;1128;2007;4;4;4;11;4;45.527393;9.261638
19254;7497;2;1128;2007;4;4;4;14;22;45.528183;9.241205
19255;7497;3;1128;2007;4;4;4;18;12;45.528763;9.224808
19256;7497;4;1128;2007;4;4;4;21;50;45.528557;9.218119
19257;7497;5;1128;2007;4;4;5;13;46;45.528557;9.218119
19258;7497;6;1128;2007;4;4;5;19;57;45.534653;9.232411
19259;7497;7;1128;2007;4;4;5;27;0;45.549484;9.245712
19260;7497;8;1128;2007;4;4;5;30;47;45.549484;9.245712
19261;7497;9;1128;2007;4;4;5;34;36;45.550587;9.252736
19262;7497;10;1128;2007;4;4;5;35;44;45.550644;9.252858
19263;7497;11;1128;2007;4;4;5;38;58;45.550644;9.252858
19264;7497;12;1128;2007;4;4;5;53;23;45.55481;9.260966
19265;75027;1;1129;2007;4;4;11;49;17;45.555416;9.165133
19266;75027;2;1129;2007;4;4;11;54;48;45.537712;9.162111
19267;75027;3;1129;2007;4;4;11;56;44;45.521927;9.173816
19268;75027;4;1129;2007;4;4;11;59;36;45.505417;9.184071
19269;75027;5;1129;2007;4;4;12;4;5;45.493767;9.200629
19270;75027;6;1129;2007;4;4;12;12;15;45.486065;9.222697
19271;75027;7;1129;2007;4;4;12;13;58;45.48637;9.225328
19272;75027;8;1129;2007;4;4;12;32;45;45.486362;9.225355
19273;75027;9;1129;2007;4;4;12;51;47;45.492516;9.203545
19274;75027;10;1129;2007;4;4;13;0;27;45.50447;9.185209
19275;75027;11;1129;2007;4;4;13;2;28;45.520893;9.175412
19276;75027;12;1129;2007;4;4;13;4;14;45.53593;9.162454
19277;75027;13;1129;2007;4;4;13;5;37;45.553867;9.164812
19278;7507;1;1130;2007;4;4;5;1;38;45.558533;9.161355
19279;7507;2;1130;2007;4;4;5;3;14;45.550117;9.146818
19280;7507;3;1130;2007;4;4;5;4;41;45.540253;9.130676
19281;7507;4;1130;2007;4;4;5;8;36;45.53007;9.111557
19282;7507;5;1130;2007;4;4;5;10;38;45.533653;9.08758
19283;7507;6;1130;2007;4;4;5;11;54;45.54498;9.066341
19284;7507;7;1130;2007;4;4;10;19;43;45.543594;9.068514
19285;7507;8;1130;2007;4;4;10;20;54;45.53183;9.09017
19286;7507;9;1130;2007;4;4;10;22;21;45.529545;9.109186
19287;7507;10;1130;2007;4;4;10;25;31;45.544315;9.098066
19288;7507;11;1130;2007;4;4;11;19;30;45.554695;9.153899
19289;7507;12;1130;2007;4;4;11;21;43;45.558857;9.163056
19290;75114;1;1131;2007;4;4;4;23;31;45.557117;9.263231
19291;75114;2;1131;2007;4;4;4;24;3;45.552994;9.26659
19292;75114;3;1131;2007;4;4;4;24;35;45.551483;9.263679
19293;75114;4;1131;2007;4;4;4;25;7;45.548782;9.261084
19294;75114;5;1131;2007;4;4;4;25;39;45.542316;9.25895
19295;75114;6;1131;2007;4;4;4;26;11;45.5362;9.261794
19296;75114;7;1131;2007;4;4;4;26;43;45.530537;9.261108
19297;75114;8;1131;2007;4;4;4;27;16;45.5254;9.259512
19298;75114;9;1131;2007;4;4;4;27;47;45.520023;9.261007
19299;75114;10;1131;2007;4;4;4;28;19;45.514973;9.261259
19300;75114;11;1131;2007;4;4;4;28;52;45.513126;9.257454
19301;75114;12;1131;2007;4;4;4;29;24;45.513805;9.261307
19302;75114;13;1131;2007;4;4;4;29;55;45.51286;9.266691
19303;75114;14;1131;2007;4;4;4;30;28;45.509926;9.267098
19304;75114;15;1131;2007;4;4;4;31;0;45.506763;9.267913
19305;75114;16;1131;2007;4;4;4;31;31;45.506012;9.265865
19306;75114;17;1131;2007;4;4;4;32;4;45.50582;9.264052
19307;75114;18;1131;2007;4;4;4;32;36;45.50499;9.263846
19308;75114;19;1131;2007;4;4;4;33;9;45.504547;9.261917
19309;75114;20;1131;2007;4;4;4;33;40;45.504013;9.261433
19310;75114;21;1131;2007;4;4;5;29;13;45.50372;9.261265
19311;75114;22;1131;2007;4;4;5;35;11;45.516598;9.261754
19312;75114;23;1131;2007;4;4;5;35;50;45.5235;9.261006
19313;75114;24;1131;2007;4;4;5;36;24;45.528763;9.258894
19314;75114;25;1131;2007;4;4;5;36;56;45.533623;9.263023
19315;75114;26;1131;2007;4;4;5;37;28;45.538948;9.260003
19316;75114;27;1131;2007;4;4;5;38;2;45.545494;9.259117
19317;75114;28;1131;2007;4;4;5;38;34;45.55126;9.263038
19318;75114;29;1131;2007;4;4;5;39;7;45.551613;9.263668
19319;75114;30;1131;2007;4;4;5;39;39;45.554283;9.267046
19320;7513;1;1132;2007;4;4;9;47;56;45.546272;9.162267
19321;7513;2;1132;2007;4;4;9;57;21;45.534058;9.165403
19322;7513;3;1132;2007;4;4;10;3;27;45.529057;9.147786
19323;7513;4;1132;2007;4;4;10;5;39;45.518433;9.125613
19324;7513;5;1132;2007;4;4;10;7;27;45.502632;9.130345
19325;7513;6;1132;2007;4;4;10;11;40;45.509026;9.122533
19326;7513;7;1132;2007;4;4;10;27;24;45.508965;9.12078
19327;7513;8;1132;2007;4;4;10;40;10;45.50645;9.130845
19328;7513;9;1132;2007;4;4;10;42;2;45.519375;9.113993
19329;7513;10;1132;2007;4;4;10;43;38;45.530586;9.093016
19330;7513;11;1132;2007;4;4;10;45;13;45.541946;9.07166
19331;7513;12;1132;2007;4;4;10;47;10;45.553112;9.051018
19332;7527;1;1133;2007;4;4;3;30;8;45.552372;9.268365
19333;7527;2;1133;2007;4;4;3;39;23;45.5456;9.25813
19334;7527;3;1133;2007;4;4;3;41;19;45.531883;9.262709
19335;7527;4;1133;2007;4;4;3;42;46;45.514484;9.261246
19336;7527;5;1133;2007;4;4;3;44;13;45.49694;9.254985
19337;7527;6;1133;2007;4;4;3;45;39;45.479244;9.252539
19338;7527;7;1133;2007;4;4;3;47;14;45.46104;9.250219
19339;7527;8;1133;2007;4;4;3;48;51;45.443874;9.257761
19340;7527;9;1133;2007;4;4;3;50;18;45.427837;9.246404
19341;7527;10;1133;2007;4;4;3;51;42;45.41233;9.25508
19342;7527;11;1133;2007;4;4;3;53;8;45.39539;9.260176
19343;7527;12;1133;2007;4;4;3;54;30;45.38013;9.273501
19344;7527;13;1133;2007;4;4;5;47;59;45.37547;9.279392
19345;7527;14;1133;2007;4;4;5;50;26;45.389427;9.263224
19346;7527;15;1133;2007;4;4;5;53;24;45.40768;9.261066
19347;7527;16;1133;2007;4;4;6;0;42;45.421974;9.246033
19348;7527;17;1133;2007;4;4;6;13;26;45.43776;9.25663
19349;7527;18;1133;2007;4;4;6;16;29;45.454838;9.254586
19350;7527;19;1133;2007;4;4;6;19;2;45.472984;9.252951
19351;7527;20;1133;2007;4;4;6;21;3;45.49079;9.252286
19352;7527;21;1133;2007;4;4;6;23;8;45.507824;9.261348
19353;7527;22;1133;2007;4;4;6;25;18;45.52584;9.259822
19354;7527;23;1133;2007;4;4;6;27;15;45.54285;9.258977
19355;7527;24;1133;2007;4;4;6;31;23;45.553898;9.261802
19356;7527;25;1133;2007;4;4;6;36;9;45.552177;9.268
19357;75285;1;1134;2007;4;4;7;55;36;45.408134;9.131751
19358;75285;2;1134;2007;4;4;7;59;7;45.404587;9.14647
19359;75285;3;1134;2007;4;4;8;0;39;45.39979;9.127068
19360;75285;4;1134;2007;4;4;8;2;6;45.411118;9.105519
19361;75285;5;1134;2007;4;4;8;3;13;45.419495;9.082622
19362;75285;6;1134;2007;4;4;8;4;49;45.43663;9.074295
19363;75285;7;1134;2007;4;4;8;7;43;45.4552;9.077291
19364;75285;8;1134;2007;4;4;8;10;26;45.454403;9.055648
19365;75285;9;1134;2007;4;4;10;17;4;45.457115;9.068171
19366;75285;10;1134;2007;4;4;10;19;41;45.443977;9.073866
19367;75285;11;1134;2007;4;4;10;20;58;45.426174;9.077726
19368;75285;12;1134;2007;4;4;10;22;15;45.413715;9.096053
19369;75285;13;1134;2007;4;4;10;23;27;45.40374;9.118425
19370;75285;14;1134;2007;4;4;10;24;50;45.395126;9.141568
19371;75285;15;1134;2007;4;4;10;26;32;45.40954;9.149538
19372;75285;16;1134;2007;4;4;10;28;34;45.423325;9.157987
19373;75285;17;1134;2007;4;4;10;30;21;45.407303;9.147651
19374;75285;18;1134;2007;4;4;10;33;7;45.404755;9.133325
19375;75285;19;1134;2007;4;4;13;26;40;45.40477;9.133476
19376;75285;20;1134;2007;4;4;13;30;59;45.410023;9.135231
19377;75285;21;1134;2007;4;4;13;32;56;45.404797;9.133244
19378;75514;1;1135;2007;4;4;20;21;20;45.513992;9.262537
19379;75514;2;1135;2007;4;4;20;21;52;45.51237;9.25586
19380;75514;3;1135;2007;4;4;20;22;25;45.50762;9.250164
19381;75514;4;1135;2007;4;4;20;22;57;45.503773;9.245286
19382;75514;5;1135;2007;4;4;20;23;28;45.500313;9.240967
19383;75514;6;1135;2007;4;4;20;24;1;45.497013;9.236771
19384;75514;7;1135;2007;4;4;20;24;33;45.496246;9.236061
19385;75514;8;1135;2007;4;4;20;25;4;45.495308;9.235003
19386;75514;9;1135;2007;4;4;20;35;17;45.49338;9.228618
19387;75514;10;1135;2007;4;4;20;53;33;45.493507;9.228669
19388;75514;11;1135;2007;4;4;21;1;14;45.490784;9.207426
19389;75514;12;1135;2007;4;4;21;5;30;45.502907;9.19868
19390;75514;13;1135;2007;4;4;21;8;45;45.51964;9.208216
19391;75514;14;1135;2007;4;4;21;10;42;45.53655;9.217994
19392;75514;15;1135;2007;4;4;21;13;7;45.548706;9.235107
19393;75514;16;1135;2007;4;4;21;14;39;45.559536;9.241537
19394;7565;1;1136;2007;4;4;12;56;41;45.549675;9.057133
19395;7565;2;1136;2007;4;4;12;58;21;45.538593;9.077836
19396;7565;3;1136;2007;4;4;12;59;42;45.52752;9.098469
19397;7565;4;1136;2007;4;4;13;1;7;45.515366;9.118308
19398;7565;5;1136;2007;4;4;13;4;54;45.524826;9.139552
19399;7565;6;1136;2007;4;4;13;7;25;45.535404;9.16139
19400;7565;7;1136;2007;4;4;13;9;9;45.543827;9.184685
19401;7565;8;1136;2007;4;4;13;10;46;45.548412;9.209847
19402;7565;9;1136;2007;4;4;13;12;33;45.551147;9.235795
19403;7565;10;1136;2007;4;4;13;13;55;45.554943;9.26112
19404;7565;11;1136;2007;4;4;18;51;7;45.556763;9.269396
19405;7565;12;1136;2007;4;4;18;53;2;45.552345;9.244078
19406;7565;13;1136;2007;4;4;18;54;30;45.548717;9.218038
19407;7565;14;1136;2007;4;4;18;55;57;45.545723;9.19171
19408;7565;15;1136;2007;4;4;18;57;23;45.538532;9.16761
19409;7565;16;1136;2007;4;4;18;58;55;45.527946;9.145572
19410;7565;17;1136;2007;4;4;19;0;21;45.517193;9.124281
19411;7565;18;1136;2007;4;4;19;2;4;45.514706;9.09795
19412;7565;19;1136;2007;4;4;19;3;37;45.513264;9.070143
19413;75823;1;1137;2007;4;4;5;8;24;45.50099;9.178
19414;75823;2;1137;2007;4;4;5;14;59;45.50099;9.178
19415;75823;3;1137;2007;4;4;5;16;34;45.4884;9.14871
19416;75823;4;1137;2007;4;4;5;21;35;45.472305;9.144469
19417;75823;5;1137;2007;4;4;5;26;26;45.45545;9.152873
19418;75823;6;1137;2007;4;4;5;30;54;45.44398;9.169839
19419;75823;7;1137;2007;4;4;5;33;16;45.42877;9.162894
19420;75823;8;1137;2007;4;4;5;34;28;45.41232;9.15085
19421;75823;9;1137;2007;4;4;5;35;37;45.396328;9.14171
19422;75823;10;1137;2007;4;4;5;36;9;45.38973;9.138313
19423;75823;11;1137;2007;4;4;5;36;42;45.384094;9.135561
19424;75823;12;1137;2007;4;4;5;37;14;45.375347;9.130324
19425;7585;1;1138;2007;4;4;12;22;58;45.55505;9.260575
19426;7585;2;1138;2007;4;4;12;25;30;45.5512;9.234957
19427;7585;3;1138;2007;4;4;12;32;42;45.548542;9.209177
19428;7585;4;1138;2007;4;4;12;34;22;45.543854;9.183954
19429;7585;5;1138;2007;4;4;12;37;14;45.5357;9.161388
19430;7585;6;1138;2007;4;4;12;39;27;45.525333;9.139988
19431;7585;7;1138;2007;4;4;12;41;12;45.516914;9.11866
19432;7585;8;1138;2007;4;4;12;42;38;45.528294;9.097476
19433;7585;9;1138;2007;4;4;12;44;1;45.539764;9.076184
19434;7585;10;1138;2007;4;4;12;45;43;45.55067;9.055672
19435;7585;11;1138;2007;4;4;15;32;29;45.54843;9.059527
19436;7585;12;1138;2007;4;4;15;34;14;45.537;9.080869
19437;7585;13;1138;2007;4;4;15;35;40;45.525818;9.101657
19438;7585;14;1138;2007;4;4;15;37;17;45.5158;9.12205
19439;7585;15;1138;2007;4;4;15;41;27;45.526524;9.14299
19440;7585;16;1138;2007;4;4;15;43;48;45.536327;9.164714
19441;7585;17;1138;2007;4;4;15;48;10;45.546345;9.162583
19442;7585;18;1138;2007;4;4;16;19;9;45.556973;9.263664
19443;76132;1;1139;2007;4;4;19;26;50;45.495937;9.056909
19444;76132;2;1139;2007;4;4;19;27;23;45.496544;9.065877
19445;76132;3;1139;2007;4;4;19;27;55;45.490635;9.066283
19446;76132;4;1139;2007;4;4;19;28;26;45.48301;9.070889
19447;76132;5;1139;2007;4;4;19;28;57;45.476597;9.07704
19448;76132;6;1139;2007;4;4;19;29;30;45.469097;9.078139
19449;76132;7;1139;2007;4;4;19;30;1;45.461372;9.076219
19450;76132;8;1139;2007;4;4;19;30;32;45.456352;9.075761
19451;76132;9;1139;2007;4;4;19;31;5;45.457302;9.079116
19452;76132;10;1139;2007;4;4;19;31;36;45.45492;9.08706
19453;76132;11;1139;2007;4;4;19;32;8;45.452255;9.085078
19454;76132;12;1139;2007;4;4;19;32;40;45.45008;9.084671
19455;76132;13;1139;2007;4;4;19;33;11;45.44863;9.082701
19456;76132;14;1139;2007;4;4;19;33;43;45.446033;9.084584
19457;76132;15;1139;2007;4;4;19;34;15;45.44718;9.088221
19458;76132;16;1139;2007;4;4;19;34;47;45.44726;9.088946
19459;76132;17;1139;2007;4;4;19;35;24;45.44732;9.088358
19460;76132;18;1139;2007;4;4;19;39;23;45.44731;9.088331
19461;76132;19;1139;2007;4;4;19;40;31;45.447536;9.088187
19462;76132;20;1139;2007;4;4;19;41;6;45.447536;9.088187
19463;76132;21;1139;2007;4;4;22;13;56;45.447536;9.088187
19464;76132;22;1139;2007;4;4;22;17;2;45.457554;9.07745
19465;76132;23;1139;2007;4;4;22;19;19;45.47191;9.060044
19466;76132;24;1139;2007;4;4;22;19;52;45.47648;9.057728
19467;76132;25;1139;2007;4;4;22;20;23;45.479275;9.054476
19468;76132;26;1139;2007;4;4;22;20;54;45.48249;9.053304
19469;76132;27;1139;2007;4;4;22;21;26;45.48566;9.052096
19470;76149;1;1140;2007;4;4;11;5;52;45.37046;9.227446
19471;76149;2;1140;2007;4;4;11;7;53;45.384686;9.214969
19472;76149;3;1140;2007;4;4;11;10;13;45.391586;9.198218
19473;76149;4;1140;2007;4;4;11;11;46;45.386433;9.173263
19474;76149;5;1140;2007;4;4;11;13;28;45.39268;9.149257
19475;76149;6;1140;2007;4;4;11;15;1;45.408813;9.14906
19476;76149;7;1140;2007;4;4;11;16;6;45.424828;9.160669
19477;76149;8;1140;2007;4;4;11;18;8;45.437603;9.167319
19478;76149;9;1140;2007;4;4;11;21;47;45.440594;9.159457
19479;76149;10;1140;2007;4;4;14;13;2;45.44068;9.159394
19480;76149;11;1140;2007;4;4;14;17;31;45.43137;9.165716
19481;76149;12;1140;2007;4;4;14;18;44;45.415325;9.152581
19482;76149;13;1140;2007;4;4;14;20;16;45.398182;9.142477
19483;76149;14;1140;2007;4;4;14;22;40;45.389786;9.156836
19484;76149;15;1140;2007;4;4;14;24;18;45.388596;9.180596
19485;76149;16;1140;2007;4;4;14;26;4;45.39101;9.206099
19486;76149;17;1140;2007;4;4;14;28;53;45.379944;9.224748
19487;76160;1;1141;2007;4;4;7;50;49;45.38116;9.272581
19488;76160;2;1141;2007;4;4;7;52;9;45.397316;9.260492
19489;76160;3;1141;2007;4;4;7;57;55;45.41369;9.253692
19490;76160;4;1141;2007;4;4;8;2;42;45.429195;9.248589
19491;76160;5;1141;2007;4;4;8;6;50;45.445557;9.258693
19492;76160;6;1141;2007;4;4;8;8;37;45.462765;9.252387
19493;76160;7;1141;2007;4;4;8;9;57;45.48083;9.252037
19494;76160;8;1141;2007;4;4;8;11;7;45.498478;9.255604
19495;76160;9;1141;2007;4;4;8;12;22;45.515522;9.262016
19496;76160;10;1141;2007;4;4;8;13;39;45.531086;9.270251
19497;76160;11;1141;2007;4;4;10;57;44;45.53547;9.279439
19498;76160;12;1141;2007;4;4;10;58;50;45.5237;9.26049
19499;76160;13;1141;2007;4;4;10;59;57;45.505165;9.258792
19500;76160;14;1141;2007;4;4;11;1;4;45.487343;9.251386
19501;76160;15;1141;2007;4;4;11;2;15;45.469143;9.252062
19502;76160;16;1141;2007;4;4;11;3;32;45.45175;9.256731
19503;76160;17;1141;2007;4;4;11;4;39;45.43442;9.254713
19504;76160;18;1141;2007;4;4;11;5;50;45.417934;9.247485
19505;76160;19;1141;2007;4;4;11;6;52;45.40282;9.261089
19506;76160;20;1141;2007;4;4;11;7;48;45.385822;9.267033
19507;76182;1;1142;2007;4;4;6;52;1;45.441547;9.272656
19508;76182;2;1142;2007;4;4;6;55;19;45.450966;9.257594
19509;76182;3;1142;2007;4;4;6;58;8;45.468323;9.252229
19510;76182;4;1142;2007;4;4;6;59;59;45.487057;9.25123
19511;76182;5;1142;2007;4;4;7;1;22;45.504627;9.258644
19512;76182;6;1142;2007;4;4;7;2;52;45.52264;9.261373
19513;76182;7;1142;2007;4;4;7;4;20;45.539265;9.259645
19514;76182;8;1142;2007;4;4;7;6;7;45.548;9.257233
19515;76182;9;1142;2007;4;4;7;9;20;45.55657;9.246324
19516;76182;10;1142;2007;4;4;7;9;40;45.555386;9.245906
19517;76182;11;1142;2007;4;4;7;11;50;45.55304;9.244106
19518;76182;12;1142;2007;4;4;10;19;9;45.55303;9.244106
19519;7648;1;1143;2007;4;4;13;15;39;45.44704;9.179903
19520;7648;2;1143;2007;4;4;13;15;45;45.44704;9.179903
19521;7648;3;1143;2007;4;4;13;24;18;45.447155;9.158633
19522;7648;4;1143;2007;4;4;13;28;46;45.46393;9.147603
19523;7648;5;1143;2007;4;4;13;34;0;45.469383;9.143387
19524;7648;6;1143;2007;4;4;15;0;39;45.46903;9.143772
19525;7648;7;1143;2007;4;4;15;10;7;45.453526;9.153526
19526;7648;8;1143;2007;4;4;15;14;56;45.443768;9.172958
19527;7648;9;1143;2007;4;4;15;22;25;45.446453;9.198026
19528;7648;10;1143;2007;4;4;15;31;5;45.460243;9.206592
19529;7648;11;1143;2007;4;4;15;40;9;45.477913;9.208516
19530;7648;12;1143;2007;4;4;15;41;11;45.47819;9.209999
19531;7648;13;1143;2007;4;4;16;50;10;45.478233;9.210181
19532;7648;14;1143;2007;4;4;17;2;55;45.48052;9.211414
19533;7648;15;1143;2007;4;4;17;10;3;45.463955;9.206437
19534;7648;16;1143;2007;4;4;17;18;1;45.45212;9.193984
19535;7648;17;1143;2007;4;4;17;28;23;45.448833;9.180051
19536;76632;1;1144;2007;4;4;6;1;44;45.53863;9.197508
19537;76632;2;1144;2007;4;4;6;6;25;45.547997;9.211772
19538;76632;3;1144;2007;4;4;6;11;4;45.532818;9.215781
19539;76632;4;1144;2007;4;4;6;16;38;45.54622;9.227879
19540;76632;5;1144;2007;4;4;6;18;59;45.559452;9.241556
19541;76632;6;1144;2007;4;4;11;43;45;45.55577;9.238944
